Reservation #,Flight #,Date,Length (hrs),Reservation Type,Status,Client,Aircraft Tail,Aircraft Make,Aircraft Model,Instructor,Rating Hint (synthetic answer key)
R101361,F051321,2022-03-23,1.4,Dual Flight Training,Completed,Mia Foster,N8814M,Piper,PA-28-181,Jenny Park,PPL
R101224,F051190,2022-03-25,1.9,Dual Flight Training,Completed,Ava Singh,N6603L,Cessna,172S,Doug Hayes,PPL
R101359,F051319,2022-03-26,1.4,Dual Flight Training,Completed,Mia Foster,N4521P,Cessna,172N,Sarah Phillips,PPL
R101358,F051318,2022-03-27,2.1,Dual Flight Training,Completed,Mia Foster,N4521P,Cessna,172N,Jenny Park,PPL
R100033,F050031,2022-03-28,2.0,Dual Flight Training,Completed,Alex Martinez,N4521P,Cessna,172N,Jenny Park,PPL
R100597,F050582,2022-03-29,1.4,Dual Flight Training,Completed,Emma Thompson,N6603L,Cessna,172S,Tom Reyes,IFR
R100793,F050768,2022-03-29,1.7,Dual Flight Training,Completed,Olivia Nguyen,N6603L,Cessna,172S,Doug Hayes,PPL
R100029,F050027,2022-03-31,1.5,Dual Flight Training,Completed,Alex Martinez,N4521P,Cessna,172N,Jenny Park,PPL
R100396,F050385,2022-03-31,2.0,Dual Flight Training,Completed,Priya Patel,N6603L,Cessna,172S,Sarah Phillips,PPL
R101355,F051315,2022-03-31,1.9,Dual Flight Training,Completed,Mia Foster,N4521P,Cessna,172N,Jenny Park,PPL
R100155,F050150,2022-04-01,1.6,Dual Flight Training,Completed,Jamie Chen,N8814M,Piper,PA-28-181,Mike Anderson,PPL
R100812,F050787,2022-04-01,1.2,Dual Flight Training,Completed,Olivia Nguyen,N7732K,Cessna,172S,Doug Hayes,PPL
R100420,F050409,2022-04-02,1.3,Dual Flight Training,Completed,Priya Patel,N4521P,Cessna,172N,Sarah Phillips,PPL
R100007,F050007,2022-04-05,1.3,Dual Flight Training,Completed,Alex Martinez,N7732K,Cessna,172S,Sarah Phillips,PPL
R100698,F050677,2022-04-05,1.3,Dual Flight Training,Completed,Ryan O'Brien,N9923R,Cessna,182RG,Sarah Phillips,COM
R101380,F051339,2022-04-05,1.7,Dual Flight Training,Completed,Mia Foster,N4521P,Cessna,172N,Sarah Phillips,PPL
R100136,F050131,2022-04-06,1.3,Dual Flight Training,Completed,Jamie Chen,N7732K,Cessna,172S,Sarah Phillips,PPL
R101535,,2022-04-06,1.8,Maintenance,Completed,,N6603L,Cessna,172S,,
R100402,F050391,2022-04-08,1.3,Dual Flight Training,Completed,Priya Patel,N6603L,Cessna,172S,Sarah Phillips,PPL
R101384,F051343,2022-04-08,1.8,Dual Flight Training,Completed,Mia Foster,N6603L,Cessna,172S,Jenny Park,PPL
R100138,F050133,2022-04-13,1.3,Dual Flight Training,Completed,Jamie Chen,N8814M,Piper,PA-28-181,Mike Anderson,PPL
R100409,F050398,2022-04-15,1.6,Dual Flight Training,Completed,Priya Patel,N6603L,Cessna,172S,Tom Reyes,PPL
R101572,F051492,2022-04-16,1.2,Owner Flight,Completed,Robert Klein,N7732K,Cessna,172S,,
R101562,,2022-04-17,1.3,Maintenance,Completed,,N4521P,Cessna,172N,,
R100032,F050030,2022-04-18,1.3,Dual Flight Training,Completed,Alex Martinez,N6603L,Cessna,172S,Jenny Park,PPL
R100427,F050416,2022-04-19,2.3,Dual Flight Training,Completed,Priya Patel,N6603L,Cessna,172S,Jenny Park,PPL
R100603,F050588,2022-04-20,1.3,Dual Flight Training,Completed,Emma Thompson,N6603L,Cessna,172S,Tom Reyes,IFR
R100008,F050008,2022-04-21,1.7,Dual Flight Training,Completed,Alex Martinez,N6603L,Cessna,172S,Jenny Park,PPL
R100145,F050140,2022-04-21,1.3,Dual Flight Training,Completed,Jamie Chen,N8814M,Piper,PA-28-181,Mike Anderson,PPL
R100697,F050676,2022-04-23,2.2,Dual Flight Training,Completed,Ryan O'Brien,N9923R,Cessna,182RG,Sarah Phillips,COM
R101377,F051336,2022-04-23,1.2,Dual Flight Training,Completed,Mia Foster,N8814M,Piper,PA-28-181,Jenny Park,PPL
R100804,F050779,2022-04-24,2.3,Dual Flight Training,Completed,Olivia Nguyen,N4521P,Cessna,172N,Doug Hayes,PPL
R100034,F050032,2022-04-25,1.5,Dual Flight Training,Completed,Alex Martinez,N7732K,Cessna,172S,Jenny Park,PPL
R100399,F050388,2022-04-26,1.6,Dual Flight Training,Completed,Priya Patel,N7732K,Cessna,172S,Doug Hayes,PPL
R100814,F050789,2022-04-26,1.3,Dual Flight Training,Completed,Olivia Nguyen,N4521P,Cessna,172N,Doug Hayes,PPL
R100411,F050400,2022-04-28,1.7,Dual Flight Training,Completed,Priya Patel,N7732K,Cessna,172S,Sarah Phillips,PPL
R100703,F050682,2022-04-28,1.3,Dual Flight Training,Completed,Ryan O'Brien,N9923R,Cessna,182RG,Sarah Phillips,COM
R100809,F050784,2022-04-30,2.4,Dual Flight Training,Completed,Olivia Nguyen,N4521P,Cessna,172N,Jenny Park,PPL
R101354,F051314,2022-05-01,2.2,Dual Flight Training,Completed,Mia Foster,N4521P,Cessna,172N,Jenny Park,PPL
R100128,F050124,2022-05-03,1.3,Dual Flight Training,Completed,Jamie Chen,N4521P,Cessna,172N,Mike Anderson,PPL
R100595,F050580,2022-05-03,2.1,Dual Flight Training,Completed,Emma Thompson,N7732K,Cessna,172S,Tom Reyes,IFR
R100599,F050584,2022-05-04,2.0,Dual Flight Training,Completed,Emma Thompson,N6603L,Cessna,172S,Tom Reyes,IFR
R101233,F051198,2022-05-04,2.2,Dual Flight Training,Completed,Ava Singh,N8814M,Piper,PA-28-181,Tom Reyes,PPL
R101235,F051200,2022-05-04,1.9,Dual Flight Training,Completed,Ava Singh,N6603L,Cessna,172S,Mike Anderson,PPL
R100025,F050024,2022-05-05,2.0,Dual Flight Training,Completed,Alex Martinez,N7732K,Cessna,172S,Doug Hayes,PPL
R101230,F051196,2022-05-05,1.8,Dual Flight Training,Completed,Ava Singh,N8814M,Piper,PA-28-181,Mike Anderson,PPL
R100153,F050148,2022-05-06,2.4,Dual Flight Training,Completed,Jamie Chen,N7732K,Cessna,172S,Mike Anderson,PPL
R100808,F050783,2022-05-06,1.7,Dual Flight Training,Completed,Olivia Nguyen,N6603L,Cessna,172S,Doug Hayes,PPL
R100594,F050579,2022-05-07,2.3,Dual Flight Training,Completed,Emma Thompson,N8814M,Piper,PA-28-181,Tom Reyes,IFR
R100016,F050016,2022-05-10,1.8,Dual Flight Training,Completed,Alex Martinez,N4521P,Cessna,172N,Sarah Phillips,PPL
R100139,F050134,2022-05-11,1.7,Dual Flight Training,Completed,Jamie Chen,N4521P,Cessna,172N,Mike Anderson,PPL
R101374,,2022-05-13,0,Dual Flight Training,Canceled,Mia Foster,N4521P,Cessna,172N,Jenny Park,PPL
R101219,F051185,2022-05-14,1.6,Dual Flight Training,Completed,Ava Singh,N4521P,Cessna,172N,Tom Reyes,PPL
R101228,F051194,2022-05-14,1.6,Dual Flight Training,Completed,Ava Singh,N8814M,Piper,PA-28-181,Tom Reyes,PPL
R100795,F050770,2022-05-15,2.3,Dual Flight Training,Completed,Olivia Nguyen,N4521P,Cessna,172N,Doug Hayes,PPL
R101362,F051322,2022-05-15,1.7,Dual Flight Training,Completed,Mia Foster,N6603L,Cessna,172S,Jenny Park,PPL
R101373,F051333,2022-05-17,2.3,Dual Flight Training,Completed,Mia Foster,N6603L,Cessna,172S,Doug Hayes,PPL
R100004,F050004,2022-05-19,1.5,Dual Flight Training,Completed,Alex Martinez,N8814M,Piper,PA-28-181,Jenny Park,PPL
R100818,F050793,2022-05-19,2.4,Check Ride,Completed,Olivia Nguyen,N8814M,Piper,PA-28-181,,PPL
R100017,F050017,2022-05-21,2.2,Dual Flight Training,Completed,Alex Martinez,N6603L,Cessna,172S,Jenny Park,PPL
R101376,F051335,2022-05-21,1.3,Dual Flight Training,Completed,Mia Foster,N8814M,Piper,PA-28-181,Jenny Park,PPL
R100146,F050141,2022-05-22,2.2,Dual Flight Training,Completed,Jamie Chen,N4521P,Cessna,172N,Mike Anderson,PPL
R101221,F051187,2022-05-22,1.9,Dual Flight Training,Completed,Ava Singh,N4521P,Cessna,172N,Sarah Phillips,PPL
R100585,F050570,2022-05-24,2.0,Dual Flight Training,Completed,Emma Thompson,N8814M,Piper,PA-28-181,Tom Reyes,IFR
R101545,,2022-05-25,1.7,Maintenance,Completed,,N7732K,Cessna,172S,,
R100588,F050573,2022-05-26,1.2,Dual Flight Training,Completed,Emma Thompson,N8814M,Piper,PA-28-181,Sarah Phillips,IFR
R100010,F050010,2022-05-27,1.8,Dual Flight Training,Completed,Alex Martinez,N7732K,Cessna,172S,Jenny Park,PPL
R100702,F050681,2022-05-27,1.2,Dual Flight Training,Completed,Ryan O'Brien,N1175C,Piper,PA-28R-201,Sarah Phillips,COM
R100035,F050033,2022-06-02,1.5,Dual Flight Training,Completed,Alex Martinez,N7732K,Cessna,172S,Jenny Park,PPL
R100404,F050393,2022-06-05,2.3,Dual Flight Training,Completed,Priya Patel,N4521P,Cessna,172N,Sarah Phillips,PPL
R100834,F050809,2022-06-05,1.2,Dual Flight Training,Completed,Olivia Nguyen,N7732K,Cessna,172S,Doug Hayes,IFR
R100342,F050332,2022-06-09,1.9,Dual Flight Training,Completed,Marcus Johnson,N4521P,Cessna,172N,Sarah Phillips,IFR
R100130,F050126,2022-06-13,2.1,Dual Flight Training,Completed,Jamie Chen,N7732K,Cessna,172S,Jenny Park,PPL
R100589,F050574,2022-06-13,1.9,Dual Flight Training,Completed,Emma Thompson,N6603L,Cessna,172S,Tom Reyes,IFR
R100606,F050591,2022-06-14,1.9,Dual Flight Training,Completed,Emma Thompson,N7732K,Cessna,172S,Tom Reyes,IFR
R101550,,2022-06-14,1.6,Maintenance,Completed,,N3340T,Piper,PA-44-180,,
R100026,F050025,2022-06-17,2.3,Dual Flight Training,Completed,Alex Martinez,N7732K,Cessna,172S,Jenny Park,PPL
R101256,F051221,2022-06-18,2.0,Dual Flight Training,Completed,Ava Singh,N8814M,Piper,PA-28-181,Tom Reyes,PPL
R100426,F050415,2022-06-19,1.9,Dual Flight Training,Completed,Priya Patel,N4521P,Cessna,172N,Tom Reyes,PPL
R100695,F050674,2022-06-22,1.5,Dual Flight Training,Completed,Ryan O'Brien,N4521P,Cessna,172N,Sarah Phillips,COM
R101372,F051332,2022-06-24,2.3,Dual Flight Training,Completed,Mia Foster,N7732K,Cessna,172S,Jenny Park,PPL
R100842,F050817,2022-06-25,1.7,Dual Flight Training,Completed,Olivia Nguyen,N7732K,Cessna,172S,Jenny Park,IFR
R100012,F050012,2022-06-26,2.2,Dual Flight Training,Completed,Alex Martinez,N8814M,Piper,PA-28-181,Jenny Park,PPL
R100397,F050386,2022-06-26,2.3,Dual Flight Training,Completed,Priya Patel,N6603L,Cessna,172S,Sarah Phillips,PPL
R101252,F051217,2022-06-26,1.9,Dual Flight Training,Completed,Ava Singh,N4521P,Cessna,172N,Tom Reyes,PPL
R100700,F050679,2022-06-27,1.6,Dual Flight Training,Completed,Ryan O'Brien,N9923R,Cessna,182RG,Sarah Phillips,COM
R101231,F051197,2022-06-27,1.2,Dual Flight Training,Completed,Ava Singh,N6603L,Cessna,172S,Tom Reyes,PPL
R100156,F050151,2022-06-28,1.9,Dual Flight Training,Completed,Jamie Chen,N6603L,Cessna,172S,Mike Anderson,PPL
R100328,F050318,2022-06-28,1.7,Dual Flight Training,Completed,Marcus Johnson,N8814M,Piper,PA-28-181,Sarah Phillips,IFR
R100131,F050127,2022-06-29,2.4,Dual Flight Training,Completed,Jamie Chen,N8814M,Piper,PA-28-181,Sarah Phillips,PPL
R100587,F050572,2022-06-29,2.3,Dual Flight Training,Completed,Emma Thompson,N6603L,Cessna,172S,Tom Reyes,IFR
R100030,F050028,2022-06-30,1.5,Dual Flight Training,Completed,Alex Martinez,N6603L,Cessna,172S,Jenny Park,PPL
R100134,F050129,2022-07-02,1.8,Dual Flight Training,Completed,Jamie Chen,N4521P,Cessna,172N,Mike Anderson,PPL
R100154,F050149,2022-07-04,1.8,Dual Flight Training,Completed,Jamie Chen,N7732K,Cessna,172S,Mike Anderson,PPL
R100334,F050324,2022-07-06,2.1,Dual Flight Training,Completed,Marcus Johnson,N6603L,Cessna,172S,Sarah Phillips,IFR
R100696,F050675,2022-07-06,1.7,Dual Flight Training,Completed,Ryan O'Brien,N1175C,Piper,PA-28R-201,Sarah Phillips,COM
R101371,F051331,2022-07-06,2.1,Dual Flight Training,Completed,Mia Foster,N8814M,Piper,PA-28-181,Jenny Park,PPL
R100333,F050323,2022-07-07,1.4,Dual Flight Training,Completed,Marcus Johnson,N6603L,Cessna,172S,Sarah Phillips,IFR
R100422,F050411,2022-07-11,2.4,Dual Flight Training,Completed,Priya Patel,N6603L,Cessna,172S,Sarah Phillips,PPL
R100015,F050015,2022-07-13,2.1,Dual Flight Training,Completed,Alex Martinez,N6603L,Cessna,172S,Jenny Park,PPL
R100020,F050019,2022-07-13,2.4,Dual Flight Training,Completed,Alex Martinez,N7732K,Cessna,172S,Jenny Park,PPL
R100341,F050331,2022-07-14,1.8,Dual Flight Training,Completed,Marcus Johnson,N6603L,Cessna,172S,Sarah Phillips,IFR
R100407,F050396,2022-07-14,1.8,Dual Flight Training,Completed,Priya Patel,N8814M,Piper,PA-28-181,Doug Hayes,PPL
R100704,F050683,2022-07-14,1.3,Dual Flight Training,Completed,Ryan O'Brien,N9923R,Cessna,182RG,Tom Reyes,COM
R100346,F050336,2022-07-15,1.8,Dual Flight Training,Completed,Marcus Johnson,N8814M,Piper,PA-28-181,Sarah Phillips,IFR
R101382,F051341,2022-07-18,1.8,Dual Flight Training,Completed,Mia Foster,N7732K,Cessna,172S,Jenny Park,PPL
R100000,F050000,2022-07-19,1.5,Dual Flight Training,Completed,Alex Martinez,N7732K,Cessna,172S,Mike Anderson,PPL
R100324,F050314,2022-07-19,2.1,Dual Flight Training,Completed,Marcus Johnson,N6603L,Cessna,172S,Sarah Phillips,IFR
R100605,F050590,2022-07-20,1.7,Dual Flight Training,Completed,Emma Thompson,N6603L,Cessna,172S,Tom Reyes,IFR
R100843,F050818,2022-07-20,1.7,Dual Flight Training,Completed,Olivia Nguyen,N8814M,Piper,PA-28-181,Doug Hayes,IFR
R101238,F051203,2022-07-20,2.1,Dual Flight Training,Completed,Ava Singh,N4521P,Cessna,172N,Tom Reyes,PPL
R100839,F050814,2022-07-22,2.1,Dual Flight Training,Completed,Olivia Nguyen,N7732K,Cessna,172S,Sarah Phillips,IFR
R100430,F050419,2022-07-23,2.3,Student Solo,Completed,Priya Patel,N8814M,Piper,PA-28-181,,PPL
R101356,F051316,2022-07-25,2.1,Dual Flight Training,Completed,Mia Foster,N4521P,Cessna,172N,Mike Anderson,PPL
R100705,F050684,2022-07-27,2.2,Dual Flight Training,Completed,Ryan O'Brien,N1175C,Piper,PA-28R-201,Sarah Phillips,COM
R101250,F051215,2022-07-27,1.6,Dual Flight Training,Completed,Ava Singh,N8814M,Piper,PA-28-181,Tom Reyes,PPL
R101258,F051223,2022-07-27,1.5,Dual Flight Training,Completed,Ava Singh,N7732K,Cessna,172S,Tom Reyes,PPL
R100591,F050576,2022-07-30,2.1,Dual Flight Training,Completed,Emma Thompson,N8814M,Piper,PA-28-181,Tom Reyes,IFR
R101381,F051340,2022-07-30,1.6,Dual Flight Training,Completed,Mia Foster,N7732K,Cessna,172S,Jenny Park,PPL
R100395,F050384,2022-07-31,1.6,Dual Flight Training,Completed,Priya Patel,N4521P,Cessna,172N,Sarah Phillips,PPL
R101227,F051193,2022-07-31,1.3,Dual Flight Training,Completed,Ava Singh,N4521P,Cessna,172N,Tom Reyes,PPL
R100400,F050389,2022-08-02,1.9,Dual Flight Training,Completed,Priya Patel,N7732K,Cessna,172S,Sarah Phillips,PPL
R101467,F051424,2022-08-02,1.6,Dual Flight Training,Completed,Lucas Bennett,N4521P,Cessna,172N,Sarah Phillips,IFR
R100608,F050593,2022-08-03,1.5,Dual Flight Training,Completed,Emma Thompson,N4521P,Cessna,172N,Tom Reyes,IFR
R100596,F050581,2022-08-05,1.2,Dual Flight Training,Completed,Emma Thompson,N4521P,Cessna,172N,Mike Anderson,IFR
R100941,F050912,2022-08-05,1.3,Dual Flight Training,Completed,Hannah Davis,N8814M,Piper,PA-28-181,Jenny Park,PPL
R101557,,2022-08-10,1.3,Maintenance,Completed,,N4521P,Cessna,172N,,
R100331,F050321,2022-08-11,2.2,Dual Flight Training,Completed,Marcus Johnson,N4521P,Cessna,172N,Sarah Phillips,IFR
R100327,F050317,2022-08-12,1.8,Dual Flight Training,Completed,Marcus Johnson,N6603L,Cessna,172S,Sarah Phillips,IFR
R101440,F051397,2022-08-12,2.3,Dual Flight Training,Completed,Lucas Bennett,N7732K,Cessna,172S,Doug Hayes,IFR
R100840,F050815,2022-08-14,2.2,Dual Flight Training,Completed,Olivia Nguyen,N7732K,Cessna,172S,Doug Hayes,IFR
R101257,F051222,2022-08-15,2.2,Dual Flight Training,Completed,Ava Singh,N4521P,Cessna,172N,Jenny Park,PPL
R101460,F051417,2022-08-15,1.5,Dual Flight Training,Completed,Lucas Bennett,N4521P,Cessna,172N,Sarah Phillips,IFR
R100600,F050585,2022-08-16,1.7,Dual Flight Training,Completed,Emma Thompson,N4521P,Cessna,172N,Tom Reyes,IFR
R100598,F050583,2022-08-18,2.4,Dual Flight Training,Completed,Emma Thompson,N8814M,Piper,PA-28-181,Tom Reyes,IFR
R100828,F050803,2022-08-19,2.1,Dual Flight Training,Completed,Olivia Nguyen,N4521P,Cessna,172N,Doug Hayes,IFR
R101241,F051206,2022-08-19,1.6,Dual Flight Training,Completed,Ava Singh,N8814M,Piper,PA-28-181,Tom Reyes,PPL
R101447,F051404,2022-08-19,2.1,Dual Flight Training,Completed,Lucas Bennett,N6603L,Cessna,172S,Sarah Phillips,IFR
R100028,,2022-08-21,0,Dual Flight Training,Canceled,Alex Martinez,N7732K,Cessna,172S,Jenny Park,PPL
R100019,,2022-08-22,0,Student Solo,Canceled,Alex Martinez,N6603L,Cessna,172S,,PPL
R100149,F050144,2022-08-24,1.8,Dual Flight Training,Completed,Jamie Chen,N4521P,Cessna,172N,Mike Anderson,PPL
R100338,F050328,2022-08-24,2.0,Dual Flight Training,Completed,Marcus Johnson,N6603L,Cessna,172S,Sarah Phillips,IFR
R101573,F051493,2022-08-25,1.2,Owner Flight,Completed,Patricia O'Donnell,N9923R,Cessna,182RG,,
R100135,F050130,2022-08-26,2.2,Dual Flight Training,Completed,Jamie Chen,N4521P,Cessna,172N,Tom Reyes,PPL
R100927,F050900,2022-08-26,1.9,Dual Flight Training,Completed,Hannah Davis,N8814M,Piper,PA-28-181,Mike Anderson,PPL
R101385,F051344,2022-08-26,1.9,Dual Flight Training,Completed,Mia Foster,N6603L,Cessna,172S,Jenny Park,PPL
R100923,F050896,2022-08-28,1.6,Dual Flight Training,Completed,Hannah Davis,N4521P,Cessna,172N,Mike Anderson,PPL
R100833,F050808,2022-08-29,1.7,Dual Flight Training,Completed,Olivia Nguyen,N4521P,Cessna,172N,Doug Hayes,IFR
R100845,F050820,2022-08-29,2.4,Dual Flight Training,Completed,Olivia Nguyen,N8814M,Piper,PA-28-181,Doug Hayes,IFR
R100005,F050005,2022-08-31,2.2,Dual Flight Training,Completed,Alex Martinez,N8814M,Piper,PA-28-181,Jenny Park,PPL
R100609,F050594,2022-08-31,1.6,Check Ride,Completed,Emma Thompson,N4521P,Cessna,172N,,IFR
R101259,F051224,2022-08-31,1.7,Check Ride,Completed,Ava Singh,N6603L,Cessna,172S,,PPL
R100023,F050022,2022-09-02,2.3,Student Solo,Completed,Alex Martinez,N8814M,Piper,PA-28-181,,PPL
R100329,F050319,2022-09-02,1.3,Dual Flight Training,Completed,Marcus Johnson,N4521P,Cessna,172N,Sarah Phillips,IFR
R100332,F050322,2022-09-04,2.2,Dual Flight Training,Completed,Marcus Johnson,N8814M,Piper,PA-28-181,Sarah Phillips,IFR
R101365,F051325,2022-09-04,2.1,Dual Flight Training,Completed,Mia Foster,N7732K,Cessna,172S,Jenny Park,PPL
R101536,,2022-09-04,0.8,Maintenance,Completed,,N6603L,Cessna,172S,,
R100158,F050153,2022-09-05,2.5,Check Ride,Completed,Jamie Chen,N7732K,Cessna,172S,,PPL
R100009,F050009,2022-09-06,1.6,Dual Flight Training,Completed,Alex Martinez,N8814M,Piper,PA-28-181,Jenny Park,PPL
R100699,F050678,2022-09-06,2.0,Dual Flight Training,Completed,Ryan O'Brien,N7732K,Cessna,172S,Sarah Phillips,COM
R100701,F050680,2022-09-06,1.9,Dual Flight Training,Completed,Ryan O'Brien,N8814M,Piper,PA-28-181,Sarah Phillips,COM
R100826,F050801,2022-09-06,1.8,Dual Flight Training,Completed,Olivia Nguyen,N7732K,Cessna,172S,Doug Hayes,IFR
R101468,F051425,2022-09-06,1.5,Dual Flight Training,Completed,Lucas Bennett,N7732K,Cessna,172S,Jenny Park,IFR
R101459,F051416,2022-09-07,1.8,Dual Flight Training,Completed,Lucas Bennett,N8814M,Piper,PA-28-181,Tom Reyes,IFR
R100027,F050026,2022-09-08,1.7,Student Solo,Completed,Alex Martinez,N6603L,Cessna,172S,,PPL
R100414,F050403,2022-09-08,1.4,Dual Flight Training,Completed,Priya Patel,N4521P,Cessna,172N,Sarah Phillips,PPL
R101262,F051227,2022-09-08,1.5,Dual Flight Training,Completed,Ava Singh,N8814M,Piper,PA-28-181,Tom Reyes,IFR
R100336,F050326,2022-09-09,2.4,Dual Flight Training,Completed,Marcus Johnson,N8814M,Piper,PA-28-181,Sarah Phillips,IFR
R100413,F050402,2022-09-09,1.8,Student Solo,Completed,Priya Patel,N8814M,Piper,PA-28-181,,PPL
R100612,F050597,2022-09-09,1.8,Dual Flight Training,Completed,Emma Thompson,N7732K,Cessna,172S,Tom Reyes,COM
R100006,F050006,2022-09-10,1.3,Dual Flight Training,Completed,Alex Martinez,N8814M,Piper,PA-28-181,Sarah Phillips,PPL
R100706,F050685,2022-09-10,2.2,Dual Flight Training,Completed,Ryan O'Brien,N1175C,Piper,PA-28R-201,Sarah Phillips,COM
R101464,F051421,2022-09-11,1.3,Dual Flight Training,Completed,Lucas Bennett,N4521P,Cessna,172N,Tom Reyes,IFR
R101443,F051400,2022-09-12,1.6,Dual Flight Training,Completed,Lucas Bennett,N4521P,Cessna,172N,Sarah Phillips,IFR
R100622,,2022-09-13,0,Dual Flight Training,Canceled,Emma Thompson,N8814M,Piper,PA-28-181,Jenny Park,COM
R100935,F050908,2022-09-13,1.3,Dual Flight Training,Completed,Hannah Davis,N4521P,Cessna,172N,Mike Anderson,PPL
R101284,F051248,2022-09-14,2.0,Dual Flight Training,Completed,Ava Singh,N7732K,Cessna,172S,Tom Reyes,IFR
R101386,F051345,2022-09-14,2.0,Dual Flight Training,Completed,Mia Foster,N6603L,Cessna,172S,Jenny Park,PPL
R100343,F050333,2022-09-16,1.4,Dual Flight Training,Completed,Marcus Johnson,N7732K,Cessna,172S,Sarah Phillips,IFR
R100707,F050686,2022-09-16,1.5,Check Ride,Completed,Ryan O'Brien,N1175C,Piper,PA-28R-201,,COM
R100837,F050812,2022-09-16,1.7,Dual Flight Training,Completed,Olivia Nguyen,N8814M,Piper,PA-28-181,Doug Hayes,IFR
R101457,F051414,2022-09-17,1.5,Dual Flight Training,Completed,Lucas Bennett,N4521P,Cessna,172N,Sarah Phillips,IFR
R100822,F050797,2022-09-21,2.0,Dual Flight Training,Completed,Olivia Nguyen,N7732K,Cessna,172S,Doug Hayes,IFR
R101461,F051418,2022-09-21,2.0,Dual Flight Training,Completed,Lucas Bennett,N7732K,Cessna,172S,Sarah Phillips,IFR
R101366,F051326,2022-09-23,2.3,Dual Flight Training,Completed,Mia Foster,N8814M,Piper,PA-28-181,Jenny Park,PPL
R101278,F051242,2022-09-24,2.3,Dual Flight Training,Completed,Ava Singh,N7732K,Cessna,172S,Sarah Phillips,IFR
R100326,F050316,2022-09-26,2.4,Dual Flight Training,Completed,Marcus Johnson,N7732K,Cessna,172S,Sarah Phillips,IFR
R100619,F050604,2022-09-26,2.1,Dual Flight Training,Completed,Emma Thompson,N8814M,Piper,PA-28-181,Tom Reyes,COM
R100937,,2022-09-26,0,Dual Flight Training,Canceled,Hannah Davis,N6603L,Cessna,172S,Mike Anderson,PPL
R100931,F050904,2022-09-27,2.0,Dual Flight Training,Completed,Hannah Davis,N6603L,Cessna,172S,Mike Anderson,PPL
R100418,F050407,2022-09-30,1.9,Student Solo,Completed,Priya Patel,N4521P,Cessna,172N,,PPL
R101363,F051323,2022-10-01,1.6,Student Solo,Completed,Mia Foster,N7732K,Cessna,172S,,PPL
R100419,F050408,2022-10-02,2.4,Dual Flight Training,Completed,Priya Patel,N4521P,Cessna,172N,Sarah Phillips,PPL
R100001,F050001,2022-10-03,1.2,Student Solo,Completed,Alex Martinez,N4521P,Cessna,172N,,PPL
R100428,F050417,2022-10-06,1.9,Student Solo,Completed,Priya Patel,N4521P,Cessna,172N,,PPL
R100819,F050794,2022-10-07,2.0,Dual Flight Training,Completed,Olivia Nguyen,N6603L,Cessna,172S,Doug Hayes,IFR
R100337,F050327,2022-10-09,1.8,Dual Flight Training,Completed,Marcus Johnson,N8814M,Piper,PA-28-181,Sarah Phillips,IFR
R100844,F050819,2022-10-10,1.6,Dual Flight Training,Completed,Olivia Nguyen,N6603L,Cessna,172S,Sarah Phillips,IFR
R100827,F050802,2022-10-14,1.4,Dual Flight Training,Completed,Olivia Nguyen,N7732K,Cessna,172S,Tom Reyes,IFR
